gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,direction
LOC101111764,59.29739050096305,-1.2363153489429684,0.3282803171256833,-3.7660355630448614,1.6586017749080134e-4,0.0019188765286526892,Down
ABCC10,220.71055107201173,1.012334952077641,0.2689927129386237,3.763428908606258,1.6759938721207452e-4,0.001931957206403238,Up
ZBTB38,1164.384753981601,-1.0060065152562518,0.26755997507655377,-3.7599290214032015,1.6996157226456936e-4,0.001953511974334185,Down
BBC3,45.95944144224699,1.9067772784980215,0.5074263555189006,3.75774190236557,1.71453590461692e-4,0.001969235051663124,Up
FBXW5,1419.0444593783045,1.0406517026833921,0.27720508767900415,3.754085869767434,1.7397521975154895e-4,0.001996752467907691,Up
ALG12,1097.5224616585995,1.091190858178001,0.2909356957941937,3.750625564179321,1.763939449990881e-4,0.002018674180944863,Up
OXLD1,209.55878597600113,1.561046850826959,0.4162624298870625,3.750150719224148,1.7672831453722273e-4,0.0020210436143006747,Up
DNAJC6,282.1039096177699,-1.762319786662725,0.4700441683324353,-3.7492642296039236,1.7735414574517386e-4,0.0020252822700813993,Down
LOC101112306,82.94166954292551,-2.727221614215837,0.7275281011952325,-3.7486134346362325,1.7781491049839165e-4,0.002029084165593796,Down
NDUFS8,1337.3458011043558,1.307210397344626,0.34882345109891433,3.747484273853899,0.00017861703150528027,0.0020353109411940513,Up
MATK,80.94118031418316,1.3650782984955714,0.3643663770673695,3.7464441957639116,1.7935888004759164e-4,0.0020422980652764866,Up
HSD11B1L,81.20379676346485,1.3701320598817166,0.36573782202372546,3.7462137558002846,1.7952363577298868e-4,0.0020427087244621143,Up
ADRB3,12.369703065709647,4.190828877369734,1.1192457094078023,3.7443332077521383,1.8087348427928024e-4,0.002056593707711329,Up
LOC114112987,32.78070219870134,2.0327248248255017,0.5429714916946401,3.743704514727412,1.8132688150745613e-4,0.0020602731497264505,Up
CDKL5,58.30899939635234,-2.5463805929105203,0.680299203846135,-3.74303038797388,1.8181423142893933e-4,0.002064332829378794,Down
TEDC1,100.560586031822,1.5554334524774918,0.41574199038681675,3.7413431610078107,1.8303939072603767e-4,0.002076025667870944,Up
TFEC,413.04901402620453,-1.1854353213568105,0.31693281906167947,-3.74033627967733,1.8377421883738256e-4,0.0020795597218567154,Down
CHCHD10,6022.742277937377,1.70058280386234,0.45466641647499795,3.7402868174140917,1.838103880655813e-4,0.0020795597218567154,Up
LOC114116592,102.19176504597391,1.2643047982692575,0.3380788056658548,3.7396748245699016,1.8425846119224964e-4,0.0020817726609939683,Up
RAMP2,609.5644778362789,1.1174047330377002,0.2987983695218539,3.739661413901972,1.8426829135617247e-4,0.0020817726609939683,Up
CMYA5,374.9457136779638,-1.135198287066992,0.3036303438486398,-3.7387511164987193,1.849367028486426e-4,0.0020863541466357525,Down
LOC114108602,1099.033887411308,-1.379670045658221,0.36907917487616393,-3.7381411349506175,1.8538587360436844e-4,0.0020899360594617473,Down
SNTB2,1188.0900220352078,-1.0959804752203415,0.29351609764141473,-3.7339705863740678,1.8848451637815255e-4,0.0021218544173549044,Down
UBL4A,913.1106364259917,1.0066541813236072,0.26984941273669366,3.7304293943594864,1.911537080864781e-4,0.0021503776105291756,Up
NME4,394.3830689612981,1.2966789542440909,0.34765011110104344,3.7298390330938656,1.916021360946815e-4,0.002153234069975451,Up
MYL9,4080.2346069371206,1.3356957320580822,0.35819797165757017,3.728931590196104,1.9229334189523146e-4,0.0021586083563670502,Up
LYL1,70.34298433148163,1.5486922231938218,0.415497222856641,3.7273226823183054,1.9352462273114593e-4,0.002167830865639717,Up
ZNF274,102.122620065453,1.0153746574265994,0.27252462734868943,3.7258088096656645,1.9468993613341827e-4,0.002173598154523444,Up
LOC101115345,50.05429103546879,-1.5123354761547927,0.4058755301500326,-3.7261065617721654,1.94460219867949e-4,0.002173598154523444,Down
MYBPC2,60.94142774456746,1.5525674481058365,0.41675440142605436,3.7253774472285013,1.9502318534894608e-4,0.0021738785260139192,Up
ASB6,282.8661405711457,1.0241606557752563,0.2749908983702632,3.7243438304502314,1.958238886564271e-4,0.0021812719892234855,Up
MTPN,2188.274041684582,-1.0687554510002228,0.2870154143363976,-3.723686595269701,1.9633462904783164e-4,0.0021854274662526166,Down
SLC35D1,1255.2803003496972,-1.1917204132838493,0.32015508364275586,-3.722322318684863,1.9739881287304348e-4,0.0021941956279648593,Down
ABCA1,1337.6873405201825,-1.548297488225662,0.41594818615175877,-3.722332587984325,1.9739078225171393e-4,0.0021941956279648593,Down
BOD1L1,700.2886928139224,-1.2918664533169604,0.34711632850016433,-3.721710410163977,1.978778815745206e-4,0.0021964444854771785,Down
SLC45A3,652.147082958558,1.4803852572936025,0.3978329253290046,3.7211230218548046,1.983387806251268e-4,0.0022000219880242053,Up
LOC101103973,521.8064741791882,-1.5879478903488933,0.42676222432074506,-3.720919518770309,1.9849869611116827e-4,0.002200258242578613,Down
FOXI1,299.3856512962141,1.281590861087141,0.3446291358144497,3.7187536627116655,2.0020817741939174e-4,0.0022130253483133738,Up
CD274,15.112399045880535,-2.822651187206115,0.7590841304337782,-3.718495847875403,2.0041258594438813e-4,0.00221374319881369,Down
LOC114108991,425.04506147071316,-2.015949741339848,0.5421788104670551,-3.7182377887531723,2.0061738448736306e-4,0.0022144643560277565,Down
TCP11L1,370.6498352755626,-1.3542362033258775,0.36428455003763766,-3.717523027495837,0.00020118565378154539,0.002219193802970445,Down
NHLRC2,443.280998291855,-1.7025447251662735,0.4581963179068795,-3.7157538343908874,2.0259875757061766e-4,0.0022285863332767945,Down
CCDC74B,22.713234743332055,2.044602709367567,0.5502895069387639,3.71550371865457,2.027992826079168e-4,0.0022292472388057223,Up
MED13,1599.937568287037,-1.2346567544089477,0.33252667876524183,-3.7129554807257867,2.0485293269611335e-4,0.0022502633914777905,Down
LOC105604496,15.43003450562294,3.506026257075466,0.9445668781372825,3.711781916373637,2.0580527528698373e-4,0.002259161227268529,Up
USP34,2388.4762747728964,-1.1151383984049688,0.30055811304830654,-3.710225576994292,2.0707465367633432e-4,0.002270285280132817,Down
ZSWIM9,67.55773662594953,1.5849804164983894,0.42746122678243176,3.7078928267454514,2.0899106564841949e-4,0.0022893824603432453,Up
TMTC3,675.0405005816361,-1.0924714064052108,0.2946573199804751,-3.7075997517305908,2.0923300843979703e-4,0.0022904520985964814,Down
LOC101107641,1091.9123397552432,1.343615579000965,0.36242150208532575,3.70732854223598,2.0945713487374664e-4,0.002291325363095093,Up
PLAGL2,88.07065075107975,-1.482675666492742,0.4000213274873527,-3.706491540853204,2.1015025199618446e-4,0.0022973243456855617,Down
ZNF333,98.73163642431194,-1.5510147933763347,0.4184831814214414,-3.706277485532581,2.1032785581986114e-4,0.0022976834517747114,Down
FDX2,304.03002502138605,1.182037601689028,0.3189971873254274,3.7054796990519017,2.1099102967926848e-4,0.0023009136881194815,Up
NUDT16L1,434.5576391854625,1.0581458191443989,0.28554307730090256,3.7057309501127738,2.1078196132952236e-4,0.0023009136881194815,Up
ZNF280D,1364.4124456330453,-1.0214002432869833,0.27568708431474254,-3.7049259881935037,2.1145246535667712e-4,0.00230252579464975,Down
DPYSL4,296.00919045356244,1.6219978055609467,0.43780115289693056,3.704873307957702,2.1149641583817396e-4,0.00230252579464975,Up
C5H19orf24,181.68029345374606,1.4639884702015715,0.39521477478648215,3.704285779782658,2.1198716519045652e-4,0.002304707036348025,Up
DDX11,87.19240482907256,1.2574075028267688,0.33949713349432986,3.703735256568137,2.1244797539423087e-4,0.0023081360119319824,Up
LOC101108419,9732.21321539106,-1.5008169415736776,0.40534322139204726,-3.702583051517445,2.1341546394432933e-4,0.002317061326394213,Down
ARHGEF16,612.792495817258,1.1582452076541612,0.31296113080064464,3.7009235130606686,2.1481622573971582e-4,0.002325905832992162,Up
COL23A1,28.708363153040782,1.699887182088716,0.4593384892156199,3.7007288132799276,2.1498113008621753e-4,0.002326104620217131,Up
FREM2,899.0040801443582,-1.1938198557817747,0.32276681373734634,-3.698706945607034,2.1670062667755345e-4,0.0023383338186626825,Down
SLC35E4,77.14196896842483,1.712101419217079,0.46377003542329,3.6917034056640117,2.2275714360857888e-4,0.0023939229116445313,Up
TRMT44,184.59260442323784,1.5720676782843412,0.4260330846310358,3.690013135120302,2.2424247312472946e-4,0.0024065135860399825,Up
KRT18,165.83822966664263,1.1244972844409935,0.3048455369104707,3.6887444567418552,2.253634298435609e-4,0.0024121333256283497,Up
MAPK8IP2,67.4642060171815,1.698684482109261,0.46047920218257093,3.6889494119557784,2.2518198357253402e-4,0.0024121333256283497,Up
MFAP3L,876.511301541518,-1.5028519121756405,0.40744775027122576,-3.68845308674606,2.2562161511775574e-4,0.0024132694722130304,Down
LOC114113983,93.69953543376766,2.653993368705279,0.7196395497094896,3.6879481815259685,2.2606967318126233e-4,0.0024148074847955433,Up
GRIN2C,134.68949550292777,1.1201315394803821,0.3038074243662332,3.6869788215909036,2.2693223504708976e-4,0.0024175136690620506,Up
KIF7,183.2119702581392,1.0955551928114073,0.2971202075827415,3.687245649578779,2.2669449689768163e-4,0.0024175136690620506,Up
PKHD1,1602.1306170094565,-1.1628990575468119,0.315392428473482,-3.687149571647335,2.2678007337685268e-4,0.0024175136690620506,Down
MYRF,523.9277889003921,-1.3715572390181079,0.372128754506552,-3.685706149842713,2.2806938233180268e-4,0.002426370848359721,Down
DNAH11,452.28491853621284,-1.0900948268503712,0.2958075022136728,-3.6851493579191072,2.285685623697791e-4,0.002430052773272273,Down
NPR3,630.4226452272541,-1.8316645989259581,0.4971041197502623,-3.684669923568847,2.289992105582058e-4,0.002433001652737885,Down
CA3,387.49173418327945,-1.7044121887697483,0.46284860200528194,-3.682439962841884,2.310122827217867e-4,0.002449746199694183,Down
TNFSF13B,181.02864466443347,-1.2892924642417691,0.35012179553491546,-3.682411322814081,2.3103824487760298e-4,0.002449746199694183,Down
LOC105607598,278.824789255479,1.4129265224712653,0.3837940721592374,3.681470415950139,2.3189270024244368e-4,0.002457164773663757,Up
RPS26,1086.8312225080895,1.380783506900358,0.3751261622934124,3.680850992793061,2.3245682798200037e-4,0.002461499153140955,Up
NEXMIF,51.85061325117842,-1.7947295099191278,0.48764296117907047,-3.680417134658638,2.328527226043519e-4,0.002464047510599252,Down
TMEM258,228.17000773607762,1.6407078903610794,0.4459079677715343,3.679476503998497,2.337132200588779e-4,0.0024682168609411635,Up
FAS,85.34135224454648,-1.1466459590971483,0.3117249900185882,-3.6783895927906634,2.3471125227284242e-4,0.002473726210006787,Down
JMJD7,55.47004690518682,1.5063159111339384,0.4096622674593,3.6769701063171287,2.3602068709133888e-4,0.0024826748616307635,Up
FBXL20,337.2154859670875,-1.3355991906881557,0.3633614199795851,-3.67567693555137,2.3721956332201706e-4,0.002488688782954644,Down
DYNLRB1,949.4864467238335,1.183484726301822,0.3220190257913256,3.675201250589282,2.3766199832670577e-4,0.002491683553130648,Up
VAMP1,41.30886241958735,1.4370208220113267,0.3910457209598249,3.674815360424217,2.3802148379834922e-4,0.0024938052886674567,Up
ADAM8,39.20272911243338,1.483411390283813,0.4037335588497525,3.67423355767128,2.3856444104446807e-4,0.002497845232650951,Up
LOC101111747,80.77445415663354,1.8671610832296761,0.5087067328153492,3.6704076490126187,2.4216395286731873e-4,0.0025271981747948392,Up
ZNF467,212.91451112946245,1.2300657787529639,0.3352177656932565,3.6694528292946877,2.4307018271190714e-4,0.002534988837178779,Up
MRPS25,200.3889052358446,1.5023869863350552,0.40961737957047994,3.6677813522229963,2.446642637315099e-4,0.002549938186612119,Up
UBXN7,1193.1164593740068,-1.150742078355143,0.3138347168676721,-3.6667137716327014,2.456875375720587e-4,0.0025555689933691272,Down
CBARP,90.37251336819996,1.2239155399559476,0.3340038554638195,3.664375485295937,2.479428226249666e-4,0.0025725976551461477,Up
GRP,359.32602941157967,1.407510794924478,0.38434558499599303,3.66209695094885,2.501591449770639e-4,0.002588511152686398,Up
XPA,218.76972237730928,-1.0305883707684034,0.28147326786855886,-3.6614076305450896,2.5083329686784156e-4,0.0025937960398587944,Down
DOK2,43.77537205695435,1.6075316172452327,0.43907784224808954,3.6611540427880183,2.510817328566311e-4,0.0025946747041883504,Up
RNF126,500.63945978189196,1.0633808650001435,0.2904984005713282,3.660539482863844,2.516847653323986e-4,0.0025992142356025785,Up
VSTM5,123.7743406095226,-1.311328647273661,0.35825644716274285,-3.660307184026676,2.5191306043420466e-4,0.0025998803694877314,Down
ATP6V1C2,251.85635772342937,1.014098085788473,0.2775125339641078,3.6542424635841195,2.5794242587624886e-4,0.002655201119282554,Up
TNKS1BP1,632.340913070702,1.0213187087116296,0.2796892210668442,3.6516198401065303,2.6059144547288944e-4,0.0026755291164237867,Up
LOC114114851,169.4323749238151,-1.8265453448586875,0.5004354036323696,-3.6499123195538465,2.6232983875977523e-4,0.002688537744259035,Down
GMDS,378.40646912732217,1.0993201319460353,0.3012630307769628,3.649037617097819,2.6322456189571875e-4,0.002695589336110157,Up
LOC114118712,74.5714551323238,2.1830221040318043,0.5982798777863068,3.6488308985239426,2.634364295189886e-4,0.00269601962975816,Up
ALS2CL,232.0080823046402,1.1696187313251065,0.3206158564658073,3.648037699126845,2.6425087091062774e-4,0.002702612161059532,Up
FBXL19,190.22145139929472,1.0991809817906186,0.3016735191731503,3.643611095873902,2.688395340349526e-4,0.002741489928469795,Up
LOC101115729,65.59447701374104,-1.6903520360875963,0.46402612431589135,-3.6427949796569403,2.696936413498046e-4,0.0027474805457200586,Down
LOC101111694,181.16300580021354,1.9843768001163462,0.5447980681815517,3.6424079232510436,2.700996042472945e-4,0.002748237010631733,Up
CBL,641.3662327641731,-1.0733039809508782,0.29479482331726264,-3.6408508428785136,2.7173853720550105e-4,0.002759632630238591,Down
LOC114114509,242.5645260080601,1.0540294559075722,0.2895745827866746,3.6399239386422964,2.727185880404572e-4,0.0027678146726126452,Up
WDPCP,124.0586231558809,-1.806987317973732,0.4965271223622653,-3.639251989653361,2.734311353509779e-4,0.002771502178432996,Down
LOC101119721,1056.5495293885106,1.297460176822381,0.3567314092188543,3.6370786067407668,2.7574779853053517e-4,0.0027860883552356364,Up
UBE2L6,747.707845718841,1.202741906210157,0.33067475259153434,3.637235370357539,2.755800866510089e-4,0.0027860883552356364,Up
MISP,17.53113804011849,2.3568120175246206,0.6481936436071841,3.6359690360568964,2.7693759822721483e-4,0.0027945521275655315,Up
TMEM61,81.46707808123988,1.131216767496275,0.31126304289648643,3.63427908745489,2.787589883678376e-4,0.0028111444868886186,Up
XPC,1292.504778032783,1.115236546955018,0.30691468021613666,3.633702194269892,2.7938331721905524e-4,0.0028138650978541016,Up
OSBPL7,206.3232580968959,1.1520340455865297,0.3171582049689082,3.6323639985901246,2.8083659609259685e-4,0.0028249171671595624,Up
ACSL1,10021.321733185341,-1.021798127972616,0.28141664405013234,-3.630908652974307,2.824251390382358e-4,0.0028390970436693586,Down
RABL6,1063.651821517341,1.1854115199597186,0.32693479247744056,3.625834714552491,2.8802954889969634e-4,0.002875404421185459,Up
MMS22L,104.35629576740864,-1.4484630598540678,0.39945048256036636,-3.6261392164801576,2.876902943689034e-4,0.002875404421185459,Down
ARL6IP4,266.99841460844056,1.1234319954394785,0.30983676707738844,3.6258834160855966,2.8797526392622695e-4,0.002875404421185459,Up
APRT,488.74397311142224,1.0908025845444036,0.3011396779276895,3.6222479616463237,2.9205396539599493e-4,0.002906229216129242,Up
KIF12,4169.355712213026,1.0665956574607898,0.29469134307209816,3.619365422620644,2.953263504063354e-4,0.002933488836044907,Up
KCNJ15,9287.467231521838,-1.0923205982875823,0.3019439172775911,-3.6176274327240745,2.973159560765846e-4,0.0029514047347114617,Down
TMEM9,1811.8422028943244,1.1960577292535668,0.3306936118916128,3.616815342794052,2.982499127600021e-4,0.002958825540774696,Up
RPL30,4943.057806201487,1.1085220243538036,0.3065564961342148,3.6160448019619746,2.9913862512885423e-4,0.0029657885051032496,Up
TMEM82,147.0640863555901,1.5969840887465057,0.441683244840944,3.615677314908336,2.9956334358240415e-4,0.002968145413660113,Up
BAD,330.44469503072224,1.0111572215989324,0.2796748785856398,3.615473891371706,2.9979869049962036e-4,0.002968624213537414,Up
SLC35A3,1128.5045731435107,-1.1298800586568407,0.31267205978920076,-3.6136265562666217,3.019438697135364e-4,0.0029861402143071423,Down
DNAJC13,2298.2702867611606,-1.0395923378979655,0.28776077932933924,-3.6126964220796842,3.030294014767304e-4,0.0029950097693898763,Down
LOC114113694,111.4714917240021,-2.394112806323499,0.6629224772411818,-3.611452150916407,3.044872683554198e-4,0.003007545992909507,Down
HACD2,4204.479691687188,-1.0462843127311443,0.2898286882803185,-3.6100094815982877,3.061858125826076e-4,0.0030220938429179026,Down
JMJD1C,2060.5527797659497,-1.1283507890383193,0.3126457136889721,-3.6090396881654723,3.0733259296358086e-4,0.0030281240000630183,Down
MYEF2,334.1859803134689,-1.8421296292930263,0.5107534628781306,-3.606690435171012,3.1012727668357806e-4,0.003048864033229656,Down
EPN1,2552.013887498288,1.1306514094156324,0.3134930326776626,3.6066237254407567,3.102069812679326e-4,0.003048864033229656,Up
LOC114114495,55.4606976775064,1.52475773637639,0.42280016911478335,3.606331898042461,3.105558812830157e-4,0.0030504043957953635,Up
GLA,205.25908949585823,-1.5973245929179865,0.4439204660653853,-3.5982224633065587,3.2039951049737096e-4,0.003127737656903302,Down
CDPF1,997.6332345829954,1.4079584654689552,0.39145996984743897,3.5966856739340916,3.2229755212179786e-4,0.003142401133187529,Up
TLR2,245.53359730609404,-2.390630651705563,0.6647378551636524,-3.596351002331606,3.227122879104836e-4,0.0031445132879085983,Down
COL4A4,2284.0229341836275,-1.0440390371363488,0.29039440435274855,-3.5952450236201225,3.240864078936761e-4,0.003154991430707785,Down
LOC114116076,65.73243150144914,1.9522929715815036,0.5430783483800895,3.5948643089986225,3.2456069129732054e-4,0.003154991430707785,Up
ATF6,1266.9758038145803,-1.0882259917520285,0.30300027406672814,-3.591501674722493,3.2877806339787994e-4,0.0031918618962168493,Down
COL6A1,2753.5594191686873,1.0353836320436094,0.28850727053394415,3.588760969965892,3.3225329557124626e-4,0.0032216594750167334,Up
ANAPC11,739.7787170666762,1.0365926520157684,0.2892096019151879,3.5842262675627006,3.380789148694998e-4,0.0032661756638609676,Up
EPG5,539.2612469226472,-1.0444340931484348,0.29148454810405156,-3.5831542355912536,3.394700255379495e-4,0.0032776202648198732,Down
PRSS35,108.65180626955885,-1.1688113575066703,0.3262872489619376,-3.5821545623531725,3.407720643235658e-4,0.0032822056899320146,Down
KDM5A,603.6391701410125,-1.7098981279451722,0.47760561393107936,-3.5801466274052594,3.434014570736453e-4,0.0032975265142952035,Down
PLD4,89.29016619284225,1.5111313498343735,0.4220793900080372,3.5802064389014556,3.43322860366055e-4,0.0032975265142952035,Up
TERT,44.42303943755826,2.365508796339841,0.6607743567534555,3.5799040506991804,3.4372039331590046e-4,0.003298593593170065,Up
LOC114116359,9.287609166914832,3.6939406949642986,1.0321172881277538,3.5789931410460674,3.4492051943381326e-4,0.003306113167254178,Up
NFIB,143.73614342404323,-1.7688851608102887,0.49485659857945036,-3.574540919304909,3.508429427665563e-4,0.003354241591950863,Down
ADGRF3,30.041362876690155,1.6574493032229352,0.4637881345834814,3.573720799717001,3.5194420107788197e-4,0.0033579841228417438,Up
PPFIA3,21.370792264083452,1.7078144870329521,0.47788260159339063,3.5737113704048524,0.00035195688155719693,0.0033579841228417438,Up
ADAMTSL2,731.7514384643205,1.561904891334473,0.4373190698428331,3.571545352220295,3.54881079004154e-4,0.0033811688877748718,Up
WNT6,15.118304498394306,3.4449174339669844,0.9647067267226961,3.5709478731117237,3.556916851008559e-4,0.0033848286076773896,Up
ATOX1,587.9962936618837,1.143007152283924,0.32016278831455847,3.5700812024441912,3.568705841980571e-4,0.003389950199267361,Up
PANK3,463.23846933201435,-1.005458207972972,0.2818153235896442,-3.567791116415784,3.6000330915784257e-4,0.0034135797647923743,Down
LOC101110050,204.1768774473299,-1.5329830572063463,0.42985555879539356,-3.566274823808965,3.620916527779907e-4,0.003425197142160338,Down
DCAF10,161.89298569012374,-1.4523135584149232,0.40740320361080545,-3.5648064265157973,3.641248235539451e-4,0.0034362385994481394,Down
FNDC10,122.70472519526976,1.2975659080537,0.36401177302517357,3.5646262132405417,3.6437508439386056e-4,0.0034365571684989594,Up
TBCA,539.0400004435501,1.1682383963338416,0.3279298626327861,3.562464201810214,3.673900185401632e-4,0.0034629345393634263,Up
MRPL41,1072.3055730521717,1.2738618755415996,0.3576520166015154,3.5617354758575184,3.6841147449291265e-4,0.003469438729146089,Up
HELB,262.46181149031366,-1.077225189508282,0.3024756352698356,-3.5613618549715573,3.689362083292555e-4,0.003469438729146089,Down
VAMP5,219.25932792409174,1.3703912744126443,0.38526565521301565,3.5570034750565735,3.7510919601660897e-4,0.003516096717512147,Up
SPATA20,170.8325215781305,1.0192218452912678,0.28654764954425027,3.55690178199795,3.7525437494605266e-4,0.003516096717512147,Up
WFDC3,74.59580722117471,1.3134966737380012,0.3693126547344845,3.5565980664332586,3.756882777610157e-4,0.003516096717512147,Up
ANKRD33B,1181.6819056021652,-1.3009639432632634,0.36597673574322626,-3.5547722469879495,3.7830663201770436e-4,0.003535777061738897,Down
SLC17A3,2118.063978864421,-1.3915640167027234,0.3914753086276691,-3.554666120785246,3.784593478166941e-4,0.003535777061738897,Down
PLCXD1,151.96065475329596,1.5087214550021277,0.42455828246686605,3.5536262447544487,3.7995878287754736e-4,0.003545611852213586,Up
PPP1R7,344.2330228187734,1.0182015265510602,0.2866762174914729,3.5517474573256025,3.8268196280633455e-4,0.0035668295922636224,Up
ATP6V1G3,131.89382091126254,2.0464738928985593,0.5762251693541516,3.5515177082464158,3.8301621798313195e-4,0.0035678500164590685,Up
SLC25A37_1,64.46732896491966,-1.4745262770977914,0.41529855964198514,-3.550521047722705,3.8446939183926673e-4,0.0035792860156391095,Down
LOC114109664,3976.5959260843683,-1.0626299321679162,0.2996957637935596,-3.545695537091045,3.915783485860867e-4,0.003636935709249242,Down
GLDN,54.49235678515384,-2.5167022039291727,0.7105528028419538,-3.5418932890888275,3.9726615091234616e-4,0.0036795844866316326,Down
TRMT2A,409.57351538970784,1.1866207322065427,0.3350532753080759,3.541588217919866,3.9772583766215294e-4,0.0036795844866316326,Up
ABCC1,596.2106831391744,1.117631127539822,0.31562074931493317,3.541057202245679,3.9852716724967914e-4,0.0036799428305725173,Up
ASPG,102.21788373136172,1.8227351877700666,0.5149448715745782,3.5396705324913293,4.0062684043389696e-4,0.0036950318641529615,Up
TRIM56,178.78152453046016,-1.335325171188699,0.3775949928547259,-3.536395334835506,4.0562719475707086e-4,0.0037368081615664454,Down
PAPPA2,124.71679769323191,-2.7489764385990036,0.777550320797144,-3.5354321965692908,4.071087064680692e-4,0.003748281031187739,Down
HOXD10,162.6413669713114,1.0161312109233618,0.28745509957847576,3.5349214970039387,4.07896320265415e-4,0.0037511809337039004,Up
ELN,319.1336500716669,1.308014498286129,0.37038239973976006,3.531524443940027,4.131716726419981e-4,0.0037931023480893204,Up
CSPG4,71.49163016712497,1.504332899396662,0.4260274977676598,3.531069959754268,4.1388226375655725e-4,0.0037974295795421002,Up
LOC105607491,100.34053889831362,-1.6004771505311461,0.4534577132944225,-3.5294959234533585,4.163521188896864e-4,0.0038178839879468465,Down
DZIP1L,221.48435644761864,1.05991296834014,0.3003235591019437,3.529236838793445,4.1675997127686915e-4,0.003819417450391307,Up
LOC105603102,59.37651975098582,1.3309399126642225,0.3774098168354113,3.526511111513155,4.2107349595936846e-4,0.0038456269282871433,Up
BHLHE23,69.9588825798512,1.762559334949613,0.5000321199967958,3.5248922308449058,4.23655107939612e-4,0.0038647572001870465,Up
GPR146,99.23097020495375,1.4314251560434132,0.4061436613943146,3.524430619277051,4.243939385812394e-4,0.0038692733986789274,Up
ZNHIT1,832.3348067105404,1.3303635644617287,0.3775215624236676,3.5239406086393266,4.251795395736451e-4,0.0038742105807419457,Up
BIRC6,1913.2685932873599,-1.0518346631401903,0.2985372641738269,-3.5232943734881514,4.2621768116468044e-4,0.003879216314866383,Down
TMEM8B,108.35345655751642,1.1041849396131322,0.3135212968601558,3.521881769025876,4.2849520007201243e-4,0.0038932480313354626,Up
ANKRD13D,144.4041592178481,1.1305376790291821,0.32115959641531644,3.5201740556654455,4.31263689368365e-4,0.0039161604927597585,Up
PRRC2C,2225.193234799042,-1.0495141724246937,0.2983983173198007,-3.5171584808231473,4.3619326328563145e-4,0.003947374953325444,Down
LOC114118380,95.5606447873283,-2.0144696359285343,0.572969751271469,-3.5158394164059334,4.383660380261033e-4,0.003960820676115215,Down
LOC101121538,1723.6390384154884,1.4347618009535115,0.4084329225843471,3.512845614587333,4.433349982020065e-4,0.003998327515034346,Up
LIN37,153.6826952120583,1.0641597930621836,0.30313409746563036,3.510524886375869,4.4722294359216946e-4,0.004028813725106984,Up
COL7A1,28.69000399164311,1.698333242649416,0.48387331154740404,3.509871700132058,4.4832296002741273e-4,0.004034144186233063,Up
RMND5A,1689.9400931856662,-1.2397505528345596,0.35356428882182167,-3.5064360062091295,4.5415062662373793e-4,0.004080775940054973,Down
FCHO2,1066.7868460621808,-1.5938364846117803,0.4545750901651974,-3.5062116668833814,4.545336018406849e-4,0.004080775940054973,Down
NAA80,61.13750877353979,1.5038561551698766,0.42889821023726415,3.5063241563492453,4.543415306325886e-4,0.004080775940054973,Up
STPG1,25.01576236441215,-2.0010544173672256,0.5708706592749607,-3.5052675853207838,4.561485719802971e-4,0.004090647617538562,Down
ARL4D,143.22655114941,1.1600658997040394,0.3309894595822474,3.504842423587133,4.568776118092098e-4,0.004094872011432856,Up
CDC42EP2,124.42375727405442,1.5626663658211206,0.4461042670508366,3.5029173250276133,4.601922741057343e-4,0.004115285615143843,Up
LAMC3,1541.409273816267,1.0073430604818698,0.2878074078647457,3.500059529236537,4.6515426862514064e-4,0.0041573162758371945,Up
LOC101110986,19.86137921970952,-3.108909206980572,0.888551999113953,-3.4988489250834127,4.6727125637206985e-4,0.004171539174574727,Down
SEPT5,70.69851083554103,1.5723491232947426,0.4494244813068288,3.498583607912708,4.677364167214261e-4,0.004173344655772454,Up
C22H10orf143,86.24286018703967,1.3936994835490504,0.3985905362667169,3.4965694283731215,4.71281838073721e-4,0.004202616076260771,Up
HAPLN2,13.389414273010178,2.4066315600710366,0.6884735751276388,3.4956048380286227,4.729886034027729e-4,0.004213102189569143,Up
LOC105609489,50.44874376561349,1.3785783507140044,0.3943965786377121,3.4954115359614963,4.7333132871288445e-4,0.004213790342489969,Up
GPR155,313.3750523582987,-1.5129327378154351,0.4331440196241036,-3.4929092155731647,4.7778891283115055e-4,0.0042510893572695364,Down
MX1,422.53862754509777,-1.9774852715284308,0.5663162290791451,-3.4918393116579196,4.7970674277141674e-4,0.004263373531920883,Down
FAM45A,466.0394877324925,-1.126359879859377,0.3226110501480328,-3.491386545323036,4.8052049812800495e-4,0.004268215929930511,Down
ZNF703,109.99538514019794,1.0164328668588867,0.2913358761585096,3.488869548993916,4.850678099168025e-4,0.004298984559915916,Up
GTPBP6,1137.3338454150698,1.037844881297803,0.29749421385959846,3.4886220737980835,4.855170694046321e-4,0.004300564979162793,Up
ZNF451,315.84958726405375,-1.0795829374232049,0.3095469835896381,-3.487622217809727,4.8733613383097093e-4,0.004314270190908535,Down
PIGZ,166.0244804534193,1.288749213123751,0.36958577236949547,3.4870098079298266,4.884534439661907e-4,0.004321751123787817,Up
COL13A1,58.18785947924898,2.071147367901389,0.593991116238408,3.486832229103744,4.887778738529213e-4,0.004322212363045916,Up
MFAP2,139.20370957453696,1.4527543270163537,0.4172622825097475,3.48163346631364,4.983653518815188e-4,0.004394751794675193,Up
