gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,direction
SHROOM4,1680.990907736547,-1.0139455512526414,0.13912997208032643,-7.28775788632547,3.1515566402493357e-13,1.1633641523413421e-10,Down
SLC13A1,2902.8576770700984,-1.7023384849957477,0.23402598016690904,-7.274143168983322,3.486260989073865e-13,1.257668651808397e-10,Down
LOC101112543,688.9330270570786,-2.822647559631635,0.389320991908439,-7.250180746214345,4.162158261632004e-13,1.4681319574863288e-10,Down
ABCA7,457.60915872917474,1.3695111768441102,0.189208287975638,7.2381140989999615,4.549666232568902e-13,1.569931567599265e-10,Up
ADORA2A,122.10622919520227,2.111291277443389,0.2919933763331779,7.230613598009526,4.808166016650116e-13,1.623830195367815e-10,Up
WDFY3,2215.4375722776804,-1.4060166359114734,0.1951590773843239,-7.204464454105947,5.827242116987939e-13,1.926996127561449e-10,Down
XYLB,3542.131007454521,-1.1724393534382405,0.16356131142329738,-7.168194869775545,7.599308285924763e-13,2.461710620867016e-10,Down
LOC114115357,2189.9921238977827,-2.5698278804934516,0.3596253995908105,-7.1458464374803805,8.944300675894805e-13,2.783782051538789e-10,Down
SULT1C2,516.5663424846459,-1.805887394341709,0.25264360619978193,-7.1479639699002515,8.807442021289192e-13,2.783782051538789e-10,Down
A1CF,1285.9280203240794,-1.4772486830503853,0.20717360187550166,-7.130487039261494,1.0001439359285364e-12,3.0529393644218577e-10,Down
TMEM238,722.0558531246784,2.6945955064697404,0.38211077570269736,7.0518699754394785,1.7652912538240571e-12,5.286880768292313e-10,Up
MAPK13,154.6486356710892,1.7032474698146662,0.24176356828469578,7.045095677149161,1.8533411413607303e-12,5.447793321633125e-10,Up
STEAP2,404.44496570560904,-1.421082864611635,0.202425981268717,-7.020259236017593,2.21456965819986e-12,6.391248033564797e-10,Down
FAM107A,1737.896810131237,1.5310549412506167,0.21878050966188894,6.9981322541791435,2.593971778456633e-12,7.352520364186096e-10,Up
GCGR,120.95252379396915,2.0515049324177337,0.2955245324237402,6.941910763185531,3.868315575532953e-12,1.0772240900076239e-9,Up
FGL2,1014.3522130875396,-1.8123579196607094,0.2613025100155343,-6.935861119562019,4.037541046060173e-12,1.1049636038640193e-9,Down
AFF1,1959.3489645000254,-1.5132998023230428,0.21848170450409296,-6.9264371850169875,4.315713768319845e-12,1.1610732990600151e-9,Down
ACBD5,2319.6041271187246,-1.329644411767758,0.19217641774793426,-6.918873956282029,4.552476783325311e-12,1.200707196540463e-9,Down
MZF1,398.6724404869038,1.740258123372881,0.25159284632919354,6.916961864233063,4.61432237062737e-12,1.200707196540463e-9,Up
GNAZ,290.980536184238,1.8891090409690452,0.27345870379983045,6.908205936468775,4.908211341479154e-12,1.2565812681177194e-9,Up
NRARP,55.50365470544173,3.1649776443534448,0.45959405308593104,6.886463441165728,5.719645048204488e-12,1.4189191471372597e-9,Up
PCDH15,105.62118059006409,-4.545423133095117,0.6600553193113098,-6.886427546463427,5.7210877223451534e-12,1.4189191471372597e-9,Down
PDK1,846.1398123638442,-1.300250070949419,0.18918482203534753,-6.872909026002511,6.2905686457654665e-12,1.4911439264592697e-9,Down
CDKL1,2857.9271239921663,-1.548814374316867,0.22535327174971387,-6.872828436398477,6.294124807709385e-12,1.4911439264592697e-9,Down
HSPB6,304.37583628112645,1.581779369331261,0.23003569940274649,6.8762343124920005,6.145538867122177e-12,1.4911439264592697e-9,Up
ATP6V0E2,807.89885858552,1.508266531219984,0.22008164445255657,6.853213656103538,7.220911205037413e-12,1.6855518170229245e-9,Up
HSD17B1,533.821878247472,1.9316566177388705,0.2825642764269604,6.836167126873808,8.134004598987901e-12,1.8711747101410864e-9,Up
C1QTNF5,189.7340216540492,1.4412314784470075,0.21132247207615643,6.8200578210518765,9.10038752023168e-12,2.063577872980535e-9,Up
KCND3,141.46878593224903,-3.8527905144520322,0.5683591157121217,-6.7787960251586785,1.2118147026545432e-11,2.673106024496807e-9,Down
DAO,8604.862680593773,-1.4495657708882212,0.21384089418847835,-6.778711697728784,1.2125221052338569e-11,2.673106024496807e-9,Down
CTNNAL1,1779.4898696919265,-1.2980295005879505,0.192288112645247,-6.750440694078107,1.4739676102442434e-11,3.2049709421105307e-09,Down
CITED4,944.2846483977493,2.5594124078289635,0.3800665474985024,6.734116497951056,1.6492899723018646e-11,3.4105404984016015e-9,Up
GDF1,102.12434663194891,2.835944798797582,0.42088450354945517,6.738059431699533,1.605159173122324e-11,3.4105404984016015e-9,Up
KIFC2,87.03898235940966,2.3640187487371125,0.3509658959139733,6.735750613548408,1.6308580080575063e-11,3.4105404984016015e-9,Up
LOC114109518,937.0151929962152,-9.249068394854996,1.3735570129971713,-6.733661804596708,1.654454850229467e-11,3.4105404984016015e-9,Down
EHHADH,35681.497464798915,-1.412634598966592,0.210835773403251,-6.700165613094243,2.081834624978472e-11,4.23653346183119e-9,Down
LACC1,530.476425547068,-1.9188288991353457,0.2885518226528618,-6.6498588762815265,2.9337417726483626e-11,5.894592804714868e-9,Down
PPP1R35,313.3948751965733,1.5067489396562117,0.22688803584956757,6.640936063527051,3.11697234330468e-11,6.184462750659397e-9,Up
ADAMTS13,397.2594092564684,2.0539588212719697,0.3093883789197264,6.638771722595592,3.1630781598814453e-11,6.198461682938047e-9,Up
LPP,558.5567550954994,-1.7301734783083271,0.2608747399957196,-6.632200106214636,3.3071980126210114e-11,6.249423101706347e-9,Down
PTPRD,4024.666571099815,-1.6829258989952711,0.2537123932763469,-6.633203357796581,3.284787578767797e-11,6.249423101706347e-9,Down
PARM1,6896.803112995412,-1.0488505593885908,0.15813301648248615,-6.63271075654688,3.2957725730740595e-11,6.249423101706347e-9,Down
DEGS2,341.27501454306423,1.4759866179709304,0.22293003083551807,6.620851450291777,3.5713573054615485e-11,6.669194648187196e-9,Up
DOCK5,611.1273733823252,-1.0911276188805974,0.16488102023195916,-6.617666589796503,3.649128900768434e-11,6.735188725802018e-9,Down
COL18A1,2069.542431485414,1.4355440541733373,0.21706187424343154,6.613524642118389,3.752754945386254e-11,6.8054495772297904e-9,Up
CYB5A,2883.5014098004644,-2.0430330742180947,0.3089545259740651,-6.612730685128708,3.7729450185612144e-11,6.8054495772297904e-9,Down
LOC114113676,128.16768148450842,-3.1611950467754535,0.4782836427957296,-6.609456740559221,3.857329140211704e-11,6.8794815104022904e-09,Down
HBB,87.96582734578674,4.938595432633495,0.7479497970134651,6.602843469378716,4.033453649599704e-11,7.1136677533440125e-9,Up
BNC2,853.092610552299,-1.2879050105017724,0.1952419272115861,-6.596457169294656,4.2109908029572427e-11,7.345171100586847e-9,Down
PRR35,198.58492343786577,2.8368938448470895,0.4311714716982923,6.57950265974966,4.720244664628652e-11,8.143961256701152e-9,Up
LOC101110693,109.727246098871,2.22389976843687,0.3411186832602303,6.519431146901785,7.057452582226238e-11,1.204547793953517e-8,Up
DST,7342.320769390873,-1.335962057430573,0.20500160482467186,-6.516837068534941,7.180534665376557e-11,1.21251730578215e-8,Down
DENND6B,253.90572534421395,1.8035684365339049,0.2776281593085509,6.4963454752781455,8.229455868991723e-11,1.375012136931638e-8,Up
SCN3A,129.1638147127436,-2.9106839805294453,0.4488288675411015,-6.485064110237738,8.869406262097958e-11,1.4665008916487593e-8,Down
TMEM72,910.7772133695531,1.413381634436435,0.21949648854095205,6.439199295767944,1.20105411071196e-10,1.9653950411681384e-8,Up
ZNF444,286.62327193431355,2.568943854635504,0.40057810029851443,6.4130911118733245,1.4259823602369756e-10,2.309654898371583e-8,Up
NPC1L1,61.27104337000887,-4.790956635835636,0.7483631669782876,-6.401914000097545,1.5344109357143805e-10,2.460172200262057e-8,Down
SH3D19,1900.3802759886214,-1.3411488177912108,0.20969052088073742,-6.395848568443379,1.5965817505671888e-10,2.5342542126752985e-8,Down
DOCK8,1774.5122844920943,-1.2142274184477413,0.19018636371360748,-6.3844084020460485,1.7206133405256508e-10,2.7040886687290746e-8,Down
GSTP1,141.98844681458434,1.4939927870137049,0.23416798262612754,6.380004517521991,1.7708275997558094e-10,2.755720244208232e-8,Up
SIPA1,714.2346899269245,1.3801657623229473,0.2165786567860262,6.372584366364934,1.85869110878103e-10,2.8643693174447855e-8,Up
IDUA,1076.3187873926806,1.4251610154510521,0.22428256571575858,6.354310291140553,2.0936384660369913e-10,3.16703979797628e-8,Up
TRPM4,171.23371512584774,1.8081081579892473,0.28455276689987297,6.354210425321486,2.0949989213602304e-10,3.16703979797628e-8,Up
PTGDS,1062.2938946433962,2.135966741587441,0.33679734700430086,6.3419939633911815,2.2681020581022597e-10,3.396375846061997e-8,Up
PRXL2B,325.8803063200227,1.7525005812869048,0.27683304265773556,6.330532527699813,2.4431650510505156e-10,3.6243326033013864e-8,Up
PTPN11,2727.0674997471247,-1.177177264857089,0.1860929957029563,-6.325747298603933,2.520099469588729e-10,3.7038461926649904e-8,Down
SREBF1,659.0263342489594,1.0414463620389482,0.16500638169301152,6.311552022130405,2.762509073637293e-10,3.986300593258614e-8,Up
CCL21,170.20832348507997,2.3453692527700456,0.37301147656961386,6.287659764088619,3.222872749065305e-10,4.566682333542775e-8,Up
NPDC1,571.3975187299852,1.6111169481544094,0.25628980920356237,6.2863090544296805,3.2510244042735057e-10,4.566682333542775e-8,Up
LOC114117822,50.62290552950999,-2.7314820407750906,0.4343970832323431,-6.287984303324893,3.2161442106501446e-10,4.566682333542775e-8,Down
MOGAT1,190.56332056502686,-2.5150629055022073,0.400705855536099,-6.2765813644957555,3.460983072018149e-10,4.7097040163791635e-8,Down
INAFM1,320.1253436542455,1.9310748677819811,0.30757610786582346,6.278364341044299,3.4215337783781297e-10,4.7097040163791635e-8,Up
GAL3ST1,184.2878236794892,1.96482327298912,0.3129851748528993,6.277687989255633,3.436446462042149e-10,4.7097040163791635e-8,Up
LOC101103616,1052.9469746587529,2.351425117204275,0.37466293444373394,6.27610820562077,3.4715263019993836e-10,4.7097040163791635e-8,Up
NELFA,774.5592031246404,1.3881298740420995,0.22122932766526515,6.274619593575918,3.50490144018568e-10,4.7146864881412964e-8,Up
HEXB,6195.706079655429,-1.3118709333823304,0.20920669299622813,-6.2706929429164235,3.594448356769521e-10,4.794510820756522e-8,Down
LOC101120084,1919.069089799634,-1.8083272247180853,0.2888474322961402,-6.260492642579913,3.8376318002442465e-10,5.034275170684044e-8,Down
SELENOH,313.2843705815909,1.6307426475749034,0.2606637914415637,6.256114969234181,3.94685835105983e-10,5.1351215251125145e-8,Up
GAS6,1691.5870341251186,1.2496594551897597,0.2002076445782311,6.241816878782846,4.3251714278752153e-10,5.5815809816799433e-08,Up
CKB,920.2700666344613,2.684552515043231,0.43319163243248376,6.197147668732126,5.749555428512939e-10,7.359894622321441e-8,Up
SLC16A4,6483.48544058052,-1.430501545658227,0.23090770487433523,-6.195122620255291,5.823967206933694e-10,7.395506518052682e-8,Down
PLA1A,6171.990667756963,-1.521638801764845,0.24607878554306312,-6.183543203071288,6.267856944965833e-10,7.83383411712147e-8,Down
LOC114113739,39.26685589102655,-3.0429769006802494,0.4920967768198039,-6.183696061465014,6.261787662319567e-10,7.83383411712147e-8,Down
CLCN5,9878.287223878839,-1.915507581209892,0.3100618321020358,-6.1778244946302605,6.499090169598157e-10,8.059379551721215e-8,Down
LOC101111832,1374.229445564457,-1.0809971845738477,0.17506077520011507,-6.174982278800838,6.617089228946395e-10,8.142097467524507e-8,Down
TRAF2,800.8510049935891,1.7294270052114455,0.28019106988675846,6.17231307875161,6.729806942665417e-10,8.217094276994475e-8,Up
MAPK11,133.69187115107835,1.7738595775943933,0.2874558756347966,6.1708934412181735,6.790517698156647e-10,8.22793033762141e-8,Up
CHST7,204.4403329158422,1.6414755379843364,0.26725943966109605,6.1418804891076775,8.1550207012376e-10,9.806412393238214e-8,Up
AP5B1,319.09186578427006,1.7312349745368585,0.283864981876406,6.098797263026381,1.068695083886117e-9,1.275443388460476e-7,Up
TPP1,4021.179196952134,-1.2395399392992759,0.2034542626292129,-6.092474658829277,1.1117844828563297e-9,1.3169667982372032e-7,Down
SFMBT1,1362.28526620762,-1.3079459601567707,0.2151302222146097,-6.079787147953528,1.2034218963333122e-9,1.4149567229999013e-7,Down
MPP6,300.8207921288914,-1.7091381890188306,0.2815099743950531,-6.071323734413529,1.2686015453561996e-9,1.4806259065763939e-7,Down
KCP,478.0277019034415,1.6483978246463589,0.27161127462012,6.068959497177851,1.2874160606701099e-9,1.491617162847931e-7,Up
TMEM241,186.71506204507762,-1.3322662222528563,0.21977543583451054,-6.061943261284414,1.3448666092367767e-9,1.546888962928649e-7,Down
EML5,319.7296817387418,-1.6301656555193693,0.26917333520385855,-6.056192951968153,1.3938080341731474e-9,1.5916485558583e-7,Down
NDOR1,492.1247169555831,1.7642851593422921,0.2921748630004199,6.0384563587174735,1.5559549571363706e-9,1.764119502473258e-7,Up
SCARF2,441.33085620750666,1.8015965805824985,0.29879636192716996,6.0295131070626224,1.6445437934308448e-9,1.8513364278814043e-7,Up
GGT6,137.83500657288565,1.7760789525023588,0.295778175173984,6.004766752846539,1.916071535058055e-9,2.1418171461955288e-7,Up
LOC114113072,48.45769674538212,-2.631957028313378,0.4384591109683593,-6.002742245452642,1.9401248502969277e-9,2.151455297503439e-7,Down
HECTD4,1538.4399387735257,-1.360262417124902,0.2266436112081473,-6.001768194011214,1.9518021976973175e-9,2.151455297503439e-7,Down
C1QTNF3,161.65011037394754,-1.909546177212557,0.3186746015778735,-5.992150512647389,2.070841261368918e-9,2.266928506324747e-7,Down
SEL1L,3740.6746467499897,-1.2081535137678185,0.20176909493062217,-5.987802612601495,2.1269496498258056e-9,2.3124021775126718e-7,Down
IDH1,6521.8995481327765,-1.9153845587368683,0.32018894838872997,-5.982044565796407,2.2035395887070245e-9,2.3793730538467076e-7,Down
VPS13B,1540.5368314785237,-1.1543221555419447,0.193163912247384,-5.975868588039418,2.288674402493099e-9,2.454603296673849e-7,Down
RAB17,139.54510911375078,1.9799647027029117,0.3320233164151635,5.963330298849116,2.4714811721420957e-9,2.632873868819563e-7,Up
LOC101107260,595.7444927493536,1.9014128922728517,0.3190471892903766,5.959660376579295,2.5276269238276528e-9,2.674734810794422e-7,Up
TSSC4,275.45227517363986,1.4660993619611833,0.24612156739176141,5.956809789154053,2.5720930905301796e-9,2.703763816290433e-7,Up
SLC46A3,1274.867135204317,-1.0516905616594432,0.1767329037142315,-5.950734354254574,2.66942044609969e-9,2.769392858884992e-7,Down
LPGAT1,3114.933939008783,-1.3432142821496587,0.22572052182991545,-5.950784940865037,2.6685954396349247e-9,2.769392858884992e-7,Down
TSPO,643.7467099210058,2.098669270519271,0.35336317518111265,5.939128403642004,2.8654137742676448e-9,2.937778865771861e-7,Up
ARHGAP28,843.6720349036831,-1.1504012830318588,0.19370488306705827,-5.938937959729203,2.8687439311701538e-9,2.937778865771861e-7,Down
C15H11orf96,514.3707338641763,1.942569234517164,0.327441837828147,5.932562703049244,2.982424309594182e-9,3.03461673501208e-7,Up
CUBN,36853.191833579665,-1.551738707872775,0.2617548657025411,-5.928213421011149,3.0624830736230968e-9,3.096228906217797e-7,Down
ZNF775,232.78045397264805,1.9358925237493587,0.32662366111877494,5.92698188832493,3.0855299246159613e-9,3.0997858540145034e-7,Up
SELENOM,1487.2789162685185,2.0804267548435007,0.3512198152654755,5.923432176715242,3.1529079927242345e-9,3.147553998019608e-7,Up
SLC9A3,2400.436348297014,-1.517858052966976,0.25640336397985464,-5.9198055337769775,3.2232251361108082e-9,3.1933778194576496e-7,Down
NAALAD2,332.62158169517454,-2.231509360682477,0.3770078218587189,-5.919000167372443,3.239046361322255e-9,3.1933778194576496e-7,Down
LOC114115243,17190.2778410376,-1.4944793053576206,0.25288711720099055,-5.909669586568275,3.427946117954337e-9,3.358752390758592e-7,Down
TWF2,233.25287282613297,1.5391801706528734,0.2605277654264726,5.907931418109323,3.464301745747398e-9,3.3735497920397823e-7,Up
DUSP9,356.49467782680506,1.3830342091496843,0.23414197078256743,5.9068188609124634,3.4877687851900006e-9,3.375692312641517e-7,Up
HSD17B4,7096.632512515387,-1.3542622482484212,0.22976164094087984,-5.894205154100931,3.764891865850708e-9,3.6218259749483816e-7,Down
LOC101122142,170.371263991731,-2.6105190307025197,0.44311427549363175,-5.891299773166611,3.831697342253042e-9,3.6638874646736466e-7,Down
B4GALNT4,212.39834755721327,1.517992957286544,0.25852882207052447,5.871658506502801,4.314567954129445e-9,4.1009064153231546e-7,Up
ACOX1,13127.685692973748,-1.3801550969186545,0.2350960202387769,-5.8706017035800535,4.342163101201567e-9,4.102568744367409e-7,Down
SIVA1,348.3821585887057,1.7185451108276302,0.2928418992676053,5.868508280835818,4.397334412340385e-9,4.105817007475232e-7,Up
EGFR,2706.813434104338,-1.512648010652858,0.25774568224247496,-5.86876178678264,4.3906172352095936e-9,4.105817007475232e-7,Down
UGT1A6,215.07105686010925,-1.8673008372019895,0.31842527357809,-5.86417282842989,4.513771472117542e-9,4.1700846970944637e-7,Down
DMTN,1063.116915642244,1.0621518829632797,0.18113121358542603,5.86399142333545,4.518708296479857e-9,4.1700846970944637e-7,Up
GOLGA4,3778.2102434124495,-1.2697906990193335,0.21670997394751457,-5.859401281303586,4.6453893672349e-9,4.262211874342172e-7,Down
DES,481.1251984869937,1.9250931559121234,0.32920201600059623,5.847756278347447,4.9824784781711535e-9,4.5452230393109606e-7,Up
GATM,19117.513968060513,-2.275666173002151,0.3899167457935913,-5.83628735506223,5.337680835610453e-9,4.813920903616178e-7,Down
ISYNA1,357.21958824859206,1.7319100814068646,0.296861253944964,5.834072511625073,5.409059608753553e-9,4.850734642358483e-7,Up
SHKBP1,582.9030822231337,1.3786785292060817,0.23686305071472816,5.820572373132722,5.864644134933463e-9,5.229746986168475e-7,Up
SLC25A20,874.773201276798,-1.1647129910370324,0.20047753253209,-5.809693367263483,6.258736779659874e-9,5.549996028130792e-7,Down
SLC25A51,1217.0075003086488,-1.1880828888925656,0.2045475434800108,-5.808345916452767,6.309305685623079e-9,5.563756063771952e-7,Down
PR,49.25217599581921,-4.1925305846644605,0.722163368816905,-5.8055154355626435,6.416829256984629e-9,5.627311093708123e-7,Down
TAF1C,190.4190332445961,1.5032797720815383,0.2589927553469826,5.804331360804037,6.4623364426499865e-9,5.636080568911167e-7,Up
LOC101117129,2975.4388604338046,-2.0714903861174765,0.35704569783357615,-5.801751424779879,6.5625800648172606e-9,5.692231331630841e-7,Down
LOC114112975,898.926313278266,-1.1121172761905247,0.19202783546912858,-5.791437858337546,6.9786379537547295e-9,5.987671364321558e-7,Down
LOC101103639,5435.852038461577,1.8999802139356172,0.32832583312756036,5.786873959434808,7.170834190173271e-9,6.022362492096314e-7,Up
WDR97,145.77177377460725,2.5349039663683954,0.43785568242165007,5.789359526747701,7.0655318056876135e-9,6.022362492096314e-7,Up
VWA8,1252.3855964820905,-1.171013233907246,0.2023305222266362,-5.787625223423092,7.13884659558992e-9,6.022362492096314e-7,Down
ZBTB45,213.55852642537164,2.040792300751207,0.35257277774048323,5.788286644901906,7.110799246395355e-9,6.022362492096314e-7,Up
TCAIM,985.2193214253057,-1.2530184479720134,0.21668263290048786,-5.7827359359596935,7.349538360174624e-9,6.139959073213253e-7,Down
FSTL3,170.53595196260795,1.367454399366726,0.23692124144728152,5.771767828892645,7.844415145268834e-9,6.519078617845666e-7,Up
ITGAV,6928.300848649607,-1.318236530883518,0.22876707386192455,-5.762352547636105,8.294950278671475e-9,6.857590925695434e-7,Down
ZDHHC1,369.1945421018431,1.6660485944076393,0.2893729442799155,5.75744425089044,8.539695800597605e-9,6.987143888808545e-7,Up
ZNF462,757.6123912427665,-1.068863346050679,0.18590197094679003,-5.749607390427374,8.945092159896588e-9,7.281305018155823e-7,Down
GABRB3,565.2502417376252,-1.9295579303277544,0.33648036327109837,-5.734533544749925,9.778107196283512e-9,7.91877017992899e-7,Down
ZNF185,283.7154966502664,-1.5476359639120367,0.2702043818710123,-5.727649393379686,1.0183175020479361e-8,8.204951121830909e-7,Down
DDAH1,2227.430270298695,-1.3990974831780838,0.24450809454167388,-5.722090656346848,1.0522113265200407e-8,8.392839389875681e-7,Down
SMAD6,550.4469982636685,1.2476539622345788,0.21839749474008288,5.712766823261525,1.1115393814291963e-8,8.803785552209686e-7,Up
LRRC24,407.3286189666346,1.255435943255508,0.21989212619500448,5.709326500131995,1.1342411628237331e-8,8.912777216584709e-7,Up
PTGFRN,648.0773566676403,-1.2503310932202627,0.2193576769139902,-5.6999650562059685,1.1983198865178693e-8,9.323986058185363e-7,Down
LAMB3,576.9131075241293,1.1542262490017812,0.20281908137439378,5.690915475902082,1.2636005016424409e-8,9.783966225644128e-7,Up
LOC114112115,50.38121928955329,-2.474823978145207,0.43532579280535155,-5.684992754959001,1.3081820548754943e-8,1.0079987260698408e-6,Down
MMUT,8858.651471360434,-1.266818236109837,0.22332493137597734,-5.672533864914047,1.4070069500224196e-8,1.0789092424012497e-6,Down
PLCG2,452.458359422122,-1.2527156035613416,0.22108278293429046,-5.66627390398677,1.4593617686992383e-8,1.1136754497386062e-6,Down
SLC38A6,89.5970641504669,-1.9221820096517777,0.33950414629794146,-5.661733532894507,1.4985139357795974e-8,1.1380818996473469e-6,Down
BRCA2,124.8974850310851,-1.5753537405296523,0.27868216892424,-5.652868809693789,1.5779174282208403e-8,1.1926801589594953e-6,Down
GGT5,981.2566444667141,2.001433571567697,0.3542354506324347,5.6500092466590655,1.6043920661649115e-8,1.206943851480362e-6,Up
PM20D2,1393.3921529956917,-2.222656970563181,0.39362378420966626,-5.646653123428305,1.6360145320684016e-8,1.2249272956378179e-6,Down
AR,45.60893387190819,-3.4196495904933655,0.6058308199220258,-5.644561943767561,1.656023511465513e-8,1.2340873801639478e-6,Down
LOC101117786,295.19905531435126,-1.3199462175217196,0.23418874809424817,-5.636249513535609,1.7379352022234998e-8,1.289076890882879e-6,Down
LOXL1,611.9907724403356,1.6662714561982277,0.2957003179711461,5.635000556072515,1.7505777230072244e-8,1.29241489289738e-6,Up
BCAM,2277.988197228077,1.0301891439440005,0.18298370253868682,5.629950261423941,1.8026159725285093e-8,1.3246723764789365e-6,Up
